,ccode,country,year,Total ,age 15-17,age 18-19,<20,>20,age 20-34,age 35-49
193,STP,Sao Tome and Principe,2008.0,97.74384749728571,100.0,97.87466276123966,98.92285951975387,97.55360482134407,98.35773053300679,94.61939819149954
194,SEN,Senegal,2000.0,81.53016284225089,75.49495708840946,82.63070515849247,79.55911544395904,82.98707551947935,84.29858216394315,77.16863025009596
195,SEN,Senegal,2005.0,86.80346830482364,83.42382600466452,86.13758663811683,85.0328477799835,87.13366838303934,87.58426906213411,85.09379861328061
196,SEN,Senegal,2010.0,92.64000133080637,90.9980060401947,92.02070784871846,91.62279869436702,92.81091726542736,93.1342585665989,91.25352851640727
197,SEN,Senegal,2012.0,94.22079546372555,95.9472939799535,95.2002947380919,95.46433154519806,94.03522949325611,94.50292986237633,91.93097509544369
198,SEN,Senegal,2014.0,96.09536056218153,96.59036960657072,95.84475538908146,96.11054111266346,96.09292715725736,96.33964045830211,95.05138299188835
199,SRB,Serbia,2005.0,98.15273273982801,91.50022534677127,99.39367044445737,97.57430034258971,98.21196672134218,98.3179129589407,97.16812680334685
200,SRB,Serbia,2010.0,99.00017995325364,92.98695291245605,89.17050599321709,90.67419160211885,99.46105509699359,99.39167664786201,100.0
201,SRB,Serbia,2014.0,98.33931975901051,90.38246024534487,100.0,98.06739438873326,98.35113826418866,98.12612234181711,99.8399330535477
202,SLE,Sierra Leone,2000.0,67.94550907833585,56.04611820512858,81.98065146744494,73.50341863530309,71.61920481650228,74.00978467597056,61.09418993701888
203,SLE,Sierra Leone,2005.0,81.13501445696261,83.80857354251951,84.46485079876557,84.20034015183626,81.40523664555566,81.22458048729136,82.20999940471827
204,SLE,Sierra Leone,2008.0,87.07635836326486,89.64515431142497,83.5680608512904,86.25700560687312,87.22905595573165,87.6161185178624,85.47466382051722
205,SLE,Sierra Leone,2010.0,93.00287103218692,97.35363053690499,88.8385856652858,91.22835404505113,93.15936448483049,93.45596334122952,91.68283078618482
206,SLE,Sierra Leone,2013.0,97.35980887202817,97.81349347263996,99.48141676895257,98.83978982471181,96.98861258765318,97.32030243700999,95.51906432701794
207,SOM,Somalia,2006.0,26.137592009983297,29.68382335645739,23.537152844857427,25.436577549084703,26.257526283936212,27.547605717179515,20.282295955139627
208,SSD,South Sudan,2010.0,40.43099852547294,43.67343098256748,46.786155304725646,45.676691888310444,40.52441275599657,42.08913228211148,32.83045342846161
209,SDN,Sudan,2010.0,74.26377127051484,71.33840865990926,75.6052012718449,74.33090867987026,74.28801459623975,75.40506379215036,69.77059747404351
210,SUR,Suriname,2000.0,91.63873435672504,91.63873435672504,0.0,91.63873435672504,0.0,0.0,0.0
211,SUR,Suriname,2006.0,89.92685335682457,85.8939495579813,94.05824169043127,89.93428334298353,89.92557092764433,90.70434695967748,86.19679076664572
212,SUR,Suriname,2010.0,90.87009753168263,89.67658717636637,95.75839846716535,93.17372795936929,90.46082013933814,90.49474072933819,90.30418300753672
213,SWZ,Swaziland,2000.0,86.66453096669365,87.90587608445023,79.18168614418619,83.20643353610366,87.34776918366587,88.0115048802573,84.05917267450174
214,SWZ,Swaziland,2006.0,97.1299814336099,97.59992809828513,98.44356104213034,98.07791022437313,96.8226676965648,96.74202098345316,97.34256652503447
215,SWZ,Swaziland,2010.0,96.78262592835985,100.0,98.33086933683785,98.40937525514114,96.3838404085041,96.19635915837856,97.31061843568301
216,SYR,Syrian Arab Republic,2006.0,83.98493049468215,89.3508101361272,87.59753833152982,88.13771362233805,83.5482683669327,84.26255392918941,80.3223703562521
217,TJK,Tajikistan,2000.0,71.58403869407496,87.5,81.25,81.94444444444444,70.58823529411765,71.66921898928025,63.1578947368421
218,TJK,Tajikistan,2005.0,77.1184793825711,83.02370651127447,81.57826757165788,81.80745771791804,76.7403773323804,78.05929630061999,66.45255905970744
219,TJK,Tajikistan,2012.0,80.4203832367661,81.84546130748792,85.56001522383775,85.43902836565896,79.91754036660053,81.38965330634504,63.224424697538886
220,TZA,United Republic of Tanzania,2004.0,77.26900607936857,76.01815785600688,75.16081740793729,75.49138000497074,77.61968300190657,77.66740833138844,77.36399242467968
221,TZA,United Republic of Tanzania,2010.0,86.08530833827187,87.06761590810854,90.30992895097782,88.90466277023131,85.61504445523109,85.80951075738504,84.72246298369647
222,THA,Thailand,2005.0,97.7935700928386,95.16731705835878,99.06277015251425,97.62902522559938,97.81248486468102,97.94470071610513,96.9081062588844
223,TLS,Timor-Leste,2009.0,84.25431842335944,83.97555263119169,82.06587353161643,82.49056406958691,84.38684902036424,86.32277761227932,78.85797582821515
224,TGO,Togo,2000.0,72.89816375243117,0.0,0.0,0.0,0.0,0.0,0.0
225,TGO,Togo,2006.0,84.13550102523084,84.82444637866952,85.22383485905436,85.11204882139167,88.09593695289286,88.51684455335207,86.09157399741089
226,TGO,Togo,2010.0,71.5535732677201,79.94637557928318,62.216114241311836,65.49851246754498,68.28211046023162,69.29641968274693,64.7523362232127
227,TGO,Togo,2013.0,72.05182610754915,57.88487494813772,72.01581420842736,67.00162124388721,72.68717079639406,74.1102269692559,66.22317000912705
228,TTO,Trinidad and Tobago,2000.0,92.37668161434978,90.0,82.35294117647058,85.18518518518519,94.56521739130434,94.87179487179486,92.85714285714286
229,TTO,Trinidad and Tobago,2006.0,95.66439185172683,95.15655103100144,97.27191993650864,96.49850576490435,95.53829857396978,95.59029505224545,95.29390664211265
230,TUN,Tunisia,2011.0,98.0631378668252,100.0,82.79383583563468,88.16032935712899,98.15936882637021,98.10514912866026,98.33737694313952
231,TUR,Turkey,2003.0,79.75082782771736,87.06661721099735,85.78680851377214,86.12209380882729,78.92774082498896,79.78574074636116,70.84116417260068
232,UGA,Uganda,2000.0,92.31351142082971,96.6247835784012,94.36184100426796,95.1689469250531,91.69486061093095,92.81666070627098,85.44579684022399
233,UGA,Uganda,2006.0,93.46383373456433,96.40432467357232,93.6462421458063,94.53483423789413,93.24288470302704,93.6278968960703,91.4905908486185
234,UGA,Uganda,2011.0,94.61341403990275,92.1918738675297,94.5982566601695,93.72895300504811,94.7758573492012,95.62007810503515,90.74687635858426
235,UKR,Ukraine,2005.0,98.84542289264839,88.12949450435545,98.48128050137474,96.91526174621097,99.0693198918584,99.05467936916463,99.26058203591056
236,UKR,Ukraine,2007.0,98.98795325976661,100.0,95.36558791019272,96.51945216104959,99.20677014032773,99.14051605824238,100.0
237,UKR,Ukraine,2012.0,98.64637741803814,95.29578963924375,98.62278269027023,97.8346788414132,98.70274337814942,98.86179650452598,97.19936180956525
238,URY,Uruguay,2012.0,97.20346099577615,81.12921052133049,98.88256899950308,97.1958324317483,97.20690964575033,97.15144491612958,97.58977406239336
239,UZB,Uzbekistan,2000.0,96.50145772594753,100.0,94.54545454545455,94.91525423728814,96.65071770334929,96.9439728353141,92.10526315789474
240,UZB,Uzbekistan,2006.0,99.01337718945183,100.0,99.41194336047106,99.45390435829374,98.98797752830772,99.1016734463778,97.21615057421008
241,VUT,Vanuatu,2006.0,84.30002751585312,76.46221705796393,88.68672104765774,84.74486467011442,84.24175018221784,85.63594174451623,75.81770025344034
242,VEN,Venezuela (Bolivarian Republic of),2000.0,94.14016773303828,95.00160861045305,87.74341858049115,90.8676603887602,94.64599765183883,93.91290862162552,100.0
243,VNM,Viet Nam,2000.0,68.33909225287145,36.27684556807359,64.35594408484751,58.724093127463576,69.28393092945994,68.87057412003958,71.7413921724964
244,VNM,Viet Nam,2002.0,87.89115662128701,57.49557064159747,83.32654328581425,79.44022990437522,88.6487385622144,89.63704714341911,78.67767032374752
245,VNM,Viet Nam,2006.0,90.77291271209799,78.88433154637305,84.64755229778861,83.2341280089566,91.5876290892405,91.76086702553687,90.25407721757418
246,VNM,Viet Nam,2010.0,93.73219422484556,0.0,54.51835633309151,54.51835633309151,92.2784658949854,92.09986845891895,93.38432624161763
247,VNM,Viet Nam,2013.0,95.79587529554034,92.64291809533547,89.89259299623622,90.68509541166608,96.26847964541663,96.36450029401078,95.35733126873531
248,YEM,Yemen,2006.0,47.01540292651947,0.0,0.0,0.0,0.0,0.0,0.0
249,YEM,Yemen,2013.0,59.44619115664711,62.57786787500794,65.424824149385,64.59809776677223,58.68629061406187,60.77555033702725,48.689871968148005
250,ZMB,Zambia,2001.0,92.09430703291036,93.55301187913085,91.54513896968352,92.3298068608748,92.03411749962551,92.77700651789146,88.11293536778821
251,ZMB,Zambia,2007.0,92.75272123202149,94.04501594920467,94.41769302254545,94.26866876515845,92.4635979089193,93.27212268097801,88.34198088345543
252,ZMB,Zambia,2013.0,95.43586043478709,96.83818373901453,94.71258099630533,95.56138048326808,95.40703552784791,95.86782817784561,93.35673980615188
253,ZWE,Zimbabwe,2005.0,93.52705674562635,90.79425649935133,93.60976517628282,92.62121212842409,93.73990360247043,94.23476939004152,89.80700603678594
254,ZWE,Zimbabwe,2009.0,88.4387440467454,89.58691840754761,89.71812743631472,89.67017449959336,88.14472851728084,88.93912855441572,81.5159614019934
255,ZWE,Zimbabwe,2010.0,87.22164796543238,82.24023532439928,85.095599456728,84.03090055570625,87.91419914463894,88.16213579919527,86.17594636723622
256,ZWE,Zimbabwe,2014.0,93.684246620727,93.42922988241043,93.12979813096295,93.24756141239705,93.78090084697332,93.84390475300721,93.40495551510551
257,,,,,,,,,,
258,Definition:,"Percentage of women aged 15–49 years attended at least once during pregnancy by skilled health personnel (doctor, nurse or midwife).",,,,,,,,
259,,"The indicator refers to women who had a live birth in a recent time period, generally two years for MICS and five years for DHS.",,,,,,,,
260,,,,,,,,,,
261,Note:,"Database include reanalyzed data from DHS and MICS, using a reference period of two years before the survey.",,,,,,,,
262,,Includes surveys which microdata were available as of April 2016. ,,,,,,,,
263,,,,,,,,,,
264,Source:,"UNICEF global databases 2016 based on DHS, MICS .",,,,,,,,
265,,,,,,,,,,
266,Contact us:,data@unicef.org,,,,,,,,
